BSc, LM121, Computer Science, 4, 120, CS4012, CS4043, CS4141, CS4222, CS4221, CS4182, ET4011, ET4162, MA4111, MA4402, CS4013, CS4006, CS4023, CS4076, CS4416, CS4115, CS4004, CS4815, CS4178, MA4413
MSc, MSSOENTFAD, Software Engineering, 1, 120, CS6081, CS5721, CS5707, CS5741, CS5703, CS5705, CS5722, CS4343, CS1230, CS7635
